item_id,subject
walsh-quarter,Surrealism
mackworth-world,Great Britain
abercrombie-thomas-hardy-critical,Thomas Hardy
hecht-thousand-one-afternoons,Illinois--Chicago
hecht-thousand-one-afternoons,Homes
hecht-thousand-one-afternoons,Ben Hecht
hergesheimer-three-black-pennys,Pennsylvania
hergesheimer-three-black-pennys,Miners
hergesheimer-three-black-pennys,Family-owned business enterprises
hergesheimer-three-black-pennys,Steel industry and trade
stein-three-lives,Women
stein-three-lives,Working class women
jerome-three-men-boat,Travel
jerome-three-men-boat,England--Thames Valley
jerome-three-men-boat,England--Thames River
dos-passos-three-plays,American drama--20th century
dos-passos-three-soldiers,World War (1914-1918)
hemingway-three-stories-ten,Manners and customs
hemingway-three-stories-ten,United States
gregory-three-wonder-plays,English drama
gregory-three-wonder-plays,English drama--Irish authors
steed-thirty-years-1892,World War (1914-1918)
steed-thirty-years-1892,Politics and government
steed-thirty-years-1892,Europe
steed-thirty-years-1892,"World War, 1914-1918"
roberts-time-man,Kentucky
roberts-time-man,Poor women
roberts-time-man,Children of migrant laborers
jacob-time-piece,Genealogy
jacob-time-piece,England--Yorkshire
jacob-time-piece,Jewish way of life
jacob-time-piece,Vintners
richmond-times-literary-supplement,Book reviewing
cousins-beg-ashamed,Prostitution
lumpkin-make-bread,Textile industry
lumpkin-make-bread,Radicalism in literature
lumpkin-make-bread,Working class women
lumpkin-make-bread,Strikes and lockouts
lumpkin-make-bread,Radicals
lumpkin-make-bread,Appalachians (People)
lumpkin-make-bread,North Carolina--Gastonia
lumpkin-make-bread,"Appalachian Region, Southern"
ernst-pure,United States
ernst-pure,Censorship
ernst-pure,Censorship--United States
ernst-pure,Pornography--Law and legislation
ernst-pure,Obscenity (Law)
ernst-pure,Obscenity (Law)--United States
andreyev-stars-drama-four,Russian literature
murry-unknown-god-essays,Religion and literature
murry-unknown-god-essays,Religion--Philosophy
jerome-told-supper,Ghost stories
tom-brown,England--Oxford
hughes-tom-browns-school,England
hughes-tom-browns-school,Education
hughes-tom-browns-school,Conduct of life
hughes-tom-browns-school,Christian life
hughes-tom-browns-school,Friendship
hughes-tom-browns-school,Students
hughes-tom-browns-school,Youth and death
hughes-tom-browns-school,Rugby School
hughes-tom-browns-school,Boys--Conduct of life
hughes-tom-browns-school,Education--England
lee-tomorrow-new-day,Jennie Lee
steinbeck-tortilla-flat,Poverty
steinbeck-tortilla-flat,California--Monterey
steinbeck-tortilla-flat,Hispanic Americans
meredith-tragic-comedians-study,Ferdinand Lassalle
jolas-transition,"Literature, Modern"
jolas-transition,English language
king-translator-dante-life,Henry Francis Cary
stevenson-travels-donkey-vennes,Travel
stevenson-travels-donkey-vennes,France
stevenson-travels-donkey-vennes,France--Cévennes Mountains
stevenson-treasure-island,Adventure stories
stevenson-treasure-island,Treasure troves
stevenson-treasure-island,Treasure Island (Imaginary place)
stevenson-treasure-island,Pirates
smith-treasury-english-aphorisms,Aphorisms and apothegms
baring-triangle-passages-three,Theology
wilson-triple-thinkers-ten,"Literature, Modern"
wilson-triple-thinkers-ten,"Literature, Modern--20th century--History and criticism"
wilson-triple-thinkers-ten,"Literature, Modern--19th century--History and criticism"
sadleir-trollope-commentary,Anthony Trollope
schreiner-trooper-peter-halket,"Africa, Southern"
schreiner-trooper-peter-halket,Shona Revolt (Zimbabwe : 1896-1897)
schreiner-trooper-peter-halket,Zimbabwe
hergesheimer-tropical-winter,Manners and customs
hergesheimer-tropical-winter,Rich people
hergesheimer-tropical-winter,Florida--Palm Beach
ingram-true-chatterton-new,Thomas Chatterton
hardy-trumpet-major,Great Britain
dreiser-twelve-men,Indiana
dawson-scott-twenty-seven-humorous,"Short stories, English"
lawrence-twilight-italy,Travel
lawrence-twilight-italy,Manners and customs
lawrence-twilight-italy,Italy
conrad-twixt-land-sea,"Short stories, English"
conrad-twixt-land-sea,"Adventure stories, English"
rinehart-two-flights,Noir fiction
hardy-two-tower,Social classes
hardy-two-tower,England--Wessex
hardy-two-tower,Adultery
hardy-two-tower,Astronomical observatories
bryher-two-selves,Women
bryher-two-selves,Lesbians
oflaherty-two-years,Liam O'Flaherty
dana-two-years-mast,Voyages and travels
dana-two-years-mast,Sailors
lowry-ultramarine,Cargo ships
joyce-ulysses,English fiction
joyce-ulysses,Married people
joyce-ulysses,Ireland--Dublin
joyce-ulysses,City and town life
pudney-uncle-arthur-stories,Short stories
harris-uncle-remus-songs,United States
harris-uncle-remus-songs,African Americans
harris-uncle-remus-songs,Folklore
harris-uncle-remus-songs,Tales--United States
harris-uncle-remus-songs,Folklore--United States
harris-uncle-remus-songs,Tales
unclear-9,"Ballads, English"
unclear-9,"Chapbooks, English"
unclear-19,California
unclear-19,California--San Francisco
unclear-idylls,Sanskrit poetry
hindus-moscow-skies,Social conditions
hindus-moscow-skies,Soviet Union
conrad-western-eyes,Russia
conrad-western-eyes,Revolutionaries
conrad-western-eyes,Switzerland--Geneva
conrad-western-eyes,Revolutionaries--Russia
conrad-western-eyes,College students
conrad-western-eyes,Russia (Federation)--Saint Petersburg
conrad-western-eyes,Bombings
conrad-western-eyes,Terrorism
blunden-undertones-war,World War (1914-1918)
smith-unforgotten-years,Logan Pearsall Smith
streit-union-now,United States
streit-union-now,World politics
streit-union-now,Democracy
streit-union-now,Diplomatic relations
streit-union-now,"Security, International"
streit-union-now,International organization
unknown-god,Bible. Gospels
unknown-god,Teachings
shaw-unsocial-socialist,Socialism
voigt-unto-caesar,Great Britain
voigt-unto-caesar,Politics and government
voigt-unto-caesar,Europe
voigt-unto-caesar,Diplomatic relations
asbury-methodism,Methodist Church
asbury-methodism,Missouri--Farmington
asbury-methodism,Controversial works against the Methodists
asbury-methodism,Methodists
more-utopia,Utopias
graham-vagabond-caucasus-notes,Travel
graham-vagabond-caucasus-notes,Manners and customs
graham-vagabond-caucasus-notes,Caucasus
graham-vagabond-caucasus-notes,Soviet Union
stevenson-vailima-letters-correspondence,Robert Louis Stevenson
stevenson-vailima-letters-correspondence,Sidney Colvin
crowninshield-vanity-fair,Fashion
crowninshield-vanity-fair,Dressmaking
james-varieties-religious-experience,Philosophy and religion
james-varieties-religious-experience,General works
james-varieties-religious-experience,Conversion
james-varieties-religious-experience,"Psychology, Religious"
james-varieties-religious-experience,Religion
glasgow-vein-iron,Domestic fiction
newman-verses-various-occasions,"Religious poetry, English--19th century"
newman-verses-various-occasions,"Religious poetry, English"
newman-verses-various-occasions,Hymns
newman-verses-various-occasions,"Christian poetry, English"
wodehouse-good-jeeves,Large type books
chesterton-victorian-age-literature,English literature
chesterton-victorian-age-literature,English literature--19th century--History and criticism
gorman-victorian-american-henry,United States
gorman-victorian-american-henry,"Poets, American"
gorman-victorian-american-henry,College teachers
gorman-victorian-american-henry,Henry Wadsworth Longfellow
conrad-victory-island-tale,Indonesia
conrad-victory-island-tale,Revenge
conrad-victory-island-tale,Good and evil
conrad-victory-island-tale,Europeans
conrad-victory-island-tale,Abused women
conrad-victory-island-tale,Islands
conrad-victory-island-tale,Women musicians
sholokhov-virgin-soil-upturned,Russian fiction
frank-virgin-spain,Spain
holtby-virginia-woolf-critical,"Novelists, English"
holtby-virginia-woolf-critical,Virginia Woolf
thackeray-virginians-tale-last,United States
thackeray-virginians-tale-last,Great Britain
thackeray-virginians-tale-last,American Revolution (1775-1783)
thackeray-virginians-tale-last,French and Indian War (United States : 1754-1763)
yeats-vision,Mysticism
yeats-vision,Astrology
sitwell-visit-gypsies,"Art, Gothic"
sitwell-visit-gypsies,Tapestry
macdonell-visit-america,Travel
macdonell-visit-america,United States
steed-vital-peace-study,World politics
steed-vital-peace-study,War
steed-vital-peace-study,Peace
lindsay-voyage-arcturus,Life on other planets
lindsay-voyage-arcturus,Quests (Expeditions)
hare-walks-london,Travel
hare-walks-london,England--London
wells-walled-towns-france,France
wells-walled-towns-france,Cities and towns
wells-walled-towns-france,Cities and towns--France
wells-walled-towns-france,"Walls, Roman"
glicksberg-walt-whitman-civil,United States
glicksberg-walt-whitman-civil,American Civil War (1861-1865)
walt-whitmans-poems,Walt Whitman
walt-whitman-study,"Poets, American"
walt-whitman-study,Walt Whitman
benson-walter-pater,Great Britain
benson-walter-pater,"Authors, English"
benson-walter-pater,Walter Pater
benson-walter-pater,Critics
lucas-wanderer-london,Travel
lucas-wanderer-london,England--London
lucas-wanderer-london,Art
lucas-wanderer-paris,Travel
lucas-wanderer-paris,Art
lucas-wanderer-paris,France--Paris
lucas-wanderer-rome,Travel
lucas-wanderer-rome,Rome (Empire)
lucas-wanderer-rome,Art
lucas-wanderer-rome,Italy--Rome
herbert-water-gipsies,Large type books
waugh-waugh-abyssinia,Italo-Ethiopian War (1935-1936)
waugh-waugh-abyssinia,"Italo-Ethiopian War, 1935-1936"
waugh-waugh-abyssinia,Ethiopia
dujardin-well-woods,Interior monologue
dujardin-well-woods,Stream of consciousness fiction
synge-well-saints-play,Ireland
synge-well-saints-play,England--London
synge-well-saints-play,Fine books
welsh-short-stories,"Short stories, Welsh"
dell-ever-child,Education
kingsley-westward-ho-voyages,Great Britain
wilson-happens-hamlet,"Hamlet (Shakespeare, William)"
wilson-happens-hamlet,William Shakespeare
breton-surrealism,"Arts, Modern"
breton-surrealism,"Arts, Modern--20th century"
breton-surrealism,Surrealism
alder-life-mean,General special
fabian-society-read-social-economic,Books and reading
fabian-society-read-social-economic,Best books
chesterton-whats-wrong-world,Social problems
yeats-wheels-butterflies,Ireland
andreyev-king-loses-head,"Short stories, Russian"
russell-way-peace,War
russell-way-peace,Peace
young-white-ladies,English fiction
young-white-ladies,English fiction--20th century
powys-white-paternoster-stories,"Short stories, English"
burroughs-whitman-study,Walt Whitman
hart-called-lady-skipper,Travel
hart-called-lady-skipper,Indonesia
hart-called-lady-skipper,Voyages and travels
de-kruif-keep-alive,United States
de-kruif-keep-alive,Public health
de-kruif-keep-alive,Children--Health and hygiene
de-kruif-keep-alive,Child care
de-kruif-keep-alive,Child welfare--United States
de-kruif-keep-alive,"Charities, Medical"
de-kruif-keep-alive,Public health--United States
de-kruif-keep-alive,Child welfare
lewis-wild-body,"Short stories, English"
lewis-wild-body,"Political fiction, English"
dane-wild-decembers,Brontë
dane-wild-decembers,English drama
dane-wild-decembers,English drama--20th century
undset-wild-orchid,Norway
faulkner-wild-palms,Man-woman relationships
faulkner-wild-palms,Mississippi River Valley
faulkner-wild-palms,Floods
faulkner-wild-palms,Fugitives from justice
march-wild-party,Manners and customs
march-wild-party,United States
swinburne-william-blake-critical,William Blake
damon-william-blake-philosophy,William Blake
gardner-william-blake-man,William Blake
noyes-william-morris,Great Britain
noyes-william-morris,"Authors, English"
noyes-william-morris,Socialists
noyes-william-morris,Designers
noyes-william-morris,William Morris
brandes-william-shakespeare-critical,William Shakespeare
grahame-wind-willows,English fiction
yeats-winding-stair,Geochemistry
yeats-winding-stair,Intrusions (Geology)
yeats-winding-stair,Hydrology
santayana-winds-doctrine-studies,"Philosophy, Modern"
anderson-windy-mcphersons,Young men
anderson-windy-mcphersons,United States
brooks-wine-puritans,"National characteristics, American"
anderson-winesburg-ohio-group,Manners and customs
anderson-winesburg-ohio-group,City and town life
anderson-winesburg-ohio-group,Ohio
james-wings-dove,Manners and customs
james-wings-dove,Women
james-wings-dove,England--London
james-wings-dove,Italy--Venice
james-wings-dove,Americans--Travel
nichols-wings-europe-dramatic,Maurice Browne
low-wireless-possibilities,Radio
proust-within-budding-grove,France
proust-within-budding-grove,Villages
obrien-without-cloak,Ireland
obrien-without-cloak,Women
obrien-without-cloak,Families
obrien-without-cloak,"Authors, Irish"
obrien-without-cloak,Catholics
witness,United States
witness,Collective settlements
witness,Collective settlements--United States
witness,Oneida Community
lawrence-woman-rode-away,England
lawrence-woman-rode-away,Manners and customs
bennett-woman-stole-everything,Manners and customs
hamsun-women-pump,Norway
crofts-women-english-law,Women
golding-wonder-book-wild,Voyages and travels
golding-wonder-book-wild,Hunting
lagerlof-wonderful-adventures-nils,Boys
lagerlof-wonderful-adventures-nils,Elves
lagerlof-wonderful-adventures-nils,Children--Conduct of life
rylands-words-poetry,William Shakespeare
rylands-words-poetry,Poetry
rylands-words-poetry,Literary style
rylands-words-poetry,Diction
wells-work-wealth-happiness,Civilization
wells-work-wealth-happiness,Economic history
wells-work-wealth-happiness,Economics
wells-work-wealth-happiness,Industrial arts
wells-work-wealth-happiness,Sociology
wells-work-wealth-happiness,Economic history--1918-
einstein-world-see,Peace
einstein-world-see,Jews
einstein-world-see,Physics
wells-world-william-clissold,English literature
ransom-worlds-body,Poetry
ransom-worlds-body,Criticism
ransom-worlds-body,Poetry--History and criticism
benson-worlds-within-worlds,Travel
benson-worlds-within-worlds,Voyages and travels
benson-worlds-within-worlds,Manners and customs
benson-worlds-within-worlds,China
benson-worlds-within-worlds,East Asia
macaulay-writings-e-forster,E. M. Forster
stevenson-wrong-box,Robert Louis Stevenson
cross-yale-review,Economics
cross-yale-review,Social sciences
rawlings-yearling,Parent and child
rawlings-yearling,Boys
rawlings-yearling,Farm life
rawlings-yearling,Florida
rawlings-yearling,Deer
rawlings-yearling,Wild animals as pets
kipling-years,World War (1914-1918)
mann-young-joseph,Joseph
beerbohm-zuleika-dobson,Man-woman relationships
beerbohm-zuleika-dobson,England--Oxford
beerbohm-zuleika-dobson,University of Oxford
beerbohm-zuleika-dobson,Women college students
